Provinsi,Kota,Jumlah AHH,AHH,Jumlah RLS,RLS,Jumlah HLS,HLS,Pengeluaran,PPK,Jumlah IPM,IPM
Papua Barat,Sorong,"69,88",Sedang,"8,61",Sedang,"13,92",Tinggi,"7.984,00",Rendah,"67,49",Sedang
Papua Barat,Raja Ampat,"66,98",Sedang,"8,24",Sedang,"12,11",Tinggi,"8.483,00",Sedang,"65,26",Sedang
Papua Barat,Tambrauw,"65,7",Sedang,"5,71",Rendah,"12,36",Tinggi,"5.302,00",Rendah,"55,55",Rendah
Papua Barat,Maybrat,"65,82",Sedang,"7,32",Sedang,"13,49",Tinggi,"5.669,00",Rendah,"61,29",Sedang
Papua Barat,Manokwari Selatan,"68,09",Sedang,"6,96",Rendah,"12,56",Tinggi,"5.948,00",Rendah,"61,55",Sedang
Papua Barat,Pegunungan Arfak,"67,71",Sedang,"5,51",Rendah,"11,79",Sedang,"5.438,00",Rendah,"57,82",Rendah
Papua Barat,Kota Sorong,"72,83",Tinggi,"11,5",Tinggi,"14,42",Tinggi,"14.133,00",Tinggi,"79,65",Tinggi
Papua,Merauke,"71,27",Tinggi,"9,25",Sedang,"14,47",Tinggi,"10.747,00",Tinggi,"72,19",Tinggi
Papua,Jayawijaya,"69,79",Sedang,"5,98",Rendah,"12,84",Tinggi,"8.159,00",Sedang,"60,5",Sedang
Papua,Jayapura,"70,23",Tinggi,"10,32",Tinggi,"14,58",Tinggi,"10.671,00",Tinggi,"73,5",Tinggi
Papua,Nabire,"69,82",Sedang,"10,33",Tinggi,"12,64",Tinggi,"9.381,00",Sedang,"70,84",Tinggi
Papua,Kepulauan Yapen,"70,72",Tinggi,"9,7",Sedang,"12,81",Tinggi,"8.091,00",Sedang,"69,11",Sedang
Papua,Biak Numfor,"70,75",Tinggi,"10,54",Tinggi,"14,22",Tinggi,"10.229,00",Tinggi,"73,46",Tinggi
Papua,Paniai,"69,49",Sedang,"4,79",Rendah,"10,53",Sedang,"6.977,00",Rendah,"57,91",Rendah
Papua,Puncak Jaya,"67,77",Sedang,"4,23",Rendah,"7,51",Rendah,"5.731,00",Rendah,"50,81",Rendah
Papua,Mimika,"72,83",Tinggi,"10,47",Tinggi,"12,96",Tinggi,"12.076,00",Tinggi,"75,91",Tinggi
Papua,Boven Digoel,"68,9",Sedang,"9,25",Sedang,"11,43",Sedang,"8.396,00",Sedang,"63,46",Sedang
Papua,Mappi,"66,23",Sedang,"6,95",Rendah,"11,04",Sedang,"6.821,00",Rendah,"60,57",Sedang
Papua,Asmat,"67,84",Sedang,"5,58",Rendah,"9,7",Sedang,"6.057,00",Rendah,"53,19",Rendah
Papua,Yahukimo,"66,42",Sedang,"4,34",Rendah,"8,04",Rendah,"5.351,00",Rendah,"51,19",Rendah
Papua,Pegunungan Bintang,"65,93",Sedang,"3,37",Rendah,"6,78",Rendah,"5.849,00",Rendah,"48,18",Rendah
Papua,Tolikara,"67,03",Sedang,"3,68",Rendah,"9,02",Sedang,"5.397,00",Rendah,"51,48",Rendah
Papua,Sarmi,"69,68",Sedang,"9,36",Sedang,"12,33",Tinggi,"7.204,00",Rendah,"65,8",Sedang
Papua,Keerom,"69,73",Sedang,"8,57",Sedang,"12,46",Tinggi,"9.545,00",Sedang,"68,08",Sedang
Papua,Waropen,"69,54",Sedang,"9,41",Sedang,"12,84",Tinggi,"7.335,00",Rendah,"66,46",Sedang
Papua,Supiori,"69,37",Sedang,"9,2",Sedang,"13,19",Tinggi,"6.259,00",Rendah,"64,61",Sedang
Papua,Mamberamo Raya,"68,75",Sedang,"6,28",Rendah,"11,83",Sedang,"5.105,00",Rendah,"54,08",Rendah
Papua,Nduga,"63,88",Rendah,"1,71",Rendah,"4,33",Rendah,"4.352,00",Rendah,"35,19",Rendah
Papua,Lanny Jaya,"67,19",Sedang,"3,71",Rendah,"9,27",Sedang,"4.751,00",Rendah,"50,56",Rendah
Papua,Mamberamo Tengah,"68,93",Sedang,"3,63",Rendah,"9,62",Sedang,"4.855,00",Rendah,"50,22",Rendah
Papua,Yalimo,"65,95",Sedang,"3,34",Rendah,"9,66",Sedang,"5.015,00",Rendah,"50,87",Rendah
Papua,Puncak,"66,77",Sedang,"2,19",Rendah,"5,59",Rendah,"5.975,00",Rendah,"44,59",Rendah
Papua,Dogiyai,"66,49",Sedang,"4,97",Rendah,"10,62",Sedang,"6.182,00",Rendah,"56,7",Rendah
Papua,Intan Jaya,"66,68",Sedang,"3,27",Rendah,"7,69",Rendah,"6.140,00",Rendah,"50,19",Rendah
Papua,Deiyai,"66,52",Sedang,"3,27",Rendah,"9,85",Sedang,"5.104,00",Rendah,"51,18",Rendah
Papua,Kota Jayapura,"71,76",Tinggi,"11,84",Tinggi,"15,26",Tinggi,"15.272,00",Tinggi,"81,14",Sangat Tinggi
